# TOPAS Version: 3.9
# Parameter File: Stack_SIMULATION.txt
# Results for scorer: DosePhantom3
# Scored in component: Phantom3
# X in 1 bin  of 30 cm
# Y in 1 bin  of 30 cm
# Z in 100 bins of 0.1 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 1.103828850546051e-08
0, 0, 1, 1.143121330926533e-08
0, 0, 2, 1.128360427316011e-08
0, 0, 3, 1.13773266363637e-08
0, 0, 4, 1.136072746987793e-08
0, 0, 5, 1.124298432131354e-08
0, 0, 6, 1.140216632222746e-08
0, 0, 7, 1.142772632078959e-08
0, 0, 8, 1.145888894882319e-08
0, 0, 9, 1.14694618247313e-08
0, 0, 10, 1.159611340284528e-08
0, 0, 11, 1.130165738771893e-08
0, 0, 12, 1.137224359126776e-08
0, 0, 13, 1.160557872026402e-08
0, 0, 14, 1.161491169909823e-08
0, 0, 15, 1.171976737879277e-08
0, 0, 16, 1.154210949039225e-08
0, 0, 17, 1.168618624092232e-08
0, 0, 18, 1.187297371529894e-08
0, 0, 19, 1.206394895092444e-08
0, 0, 20, 1.201070531919868e-08
0, 0, 21, 1.204591892900453e-08
0, 0, 22, 1.202619070994615e-08
0, 0, 23, 1.211830991110219e-08
0, 0, 24, 1.207698474559038e-08
0, 0, 25, 1.215157663381206e-08
0, 0, 26, 1.212236000469602e-08
0, 0, 27, 1.211510536336391e-08
0, 0, 28, 1.235084745587756e-08
0, 0, 29, 1.227528390046473e-08
0, 0, 30, 1.218644474221264e-08
0, 0, 31, 1.257227122408722e-08
0, 0, 32, 1.252592429779043e-08
0, 0, 33, 1.257606463411776e-08
0, 0, 34, 1.25599983746838e-08
0, 0, 35, 1.289326512221578e-08
0, 0, 36, 1.274327665612418e-08
0, 0, 37, 1.279061923042946e-08
0, 0, 38, 1.283226414017236e-08
0, 0, 39, 1.283375627991745e-08
0, 0, 40, 1.285622364122219e-08
0, 0, 41, 1.283506900762177e-08
0, 0, 42, 1.29598971554401e-08
0, 0, 43, 1.318755238344238e-08
0, 0, 44, 1.304355023989956e-08
0, 0, 45, 1.315631337206469e-08
0, 0, 46, 1.342875144416666e-08
0, 0, 47, 1.350120371057528e-08
0, 0, 48, 1.331084398259463e-08
0, 0, 49, 1.372195601589965e-08
0, 0, 50, 1.37142714962124e-08
0, 0, 51, 1.349814926498993e-08
0, 0, 52, 1.3599962933597e-08
0, 0, 53, 1.374298808087815e-08
0, 0, 54, 1.388273584979061e-08
0, 0, 55, 1.380930214622822e-08
0, 0, 56, 1.386945402970241e-08
0, 0, 57, 1.390088133490508e-08
0, 0, 58, 1.4294324834907e-08
0, 0, 59, 1.425772122587432e-08
0, 0, 60, 1.446378661285053e-08
0, 0, 61, 1.458411880150834e-08
0, 0, 62, 1.465973920034003e-08
0, 0, 63, 1.473543154162371e-08
0, 0, 64, 1.477623623458157e-08
0, 0, 65, 1.481049682894309e-08
0, 0, 66, 1.516134773282829e-08
0, 0, 67, 1.533981830448283e-08
0, 0, 68, 1.532046312036073e-08
0, 0, 69, 1.539281058171582e-08
0, 0, 70, 1.55771662235793e-08
0, 0, 71, 1.584690245692855e-08
0, 0, 72, 1.587994979956875e-08
0, 0, 73, 1.60969548801404e-08
0, 0, 74, 1.625782353187333e-08
0, 0, 75, 1.63766120664377e-08
0, 0, 76, 1.654018433328019e-08
0, 0, 77, 1.672085581105875e-08
0, 0, 78, 1.707333829870095e-08
0, 0, 79, 1.716328767997766e-08
0, 0, 80, 1.738607480206156e-08
0, 0, 81, 1.757623380171935e-08
0, 0, 82, 1.758034073873205e-08
0, 0, 83, 1.789578085720223e-08
0, 0, 84, 1.81714785441045e-08
0, 0, 85, 1.8430649006973e-08
0, 0, 86, 1.854015962976518e-08
0, 0, 87, 1.90573654634818e-08
0, 0, 88, 1.941723226650538e-08
0, 0, 89, 1.993449849635454e-08
0, 0, 90, 2.017918099284088e-08
0, 0, 91, 2.082944483561278e-08
0, 0, 92, 2.111115193770274e-08
0, 0, 93, 2.178214764114728e-08
0, 0, 94, 2.241464791552517e-08
0, 0, 95, 2.286505917936665e-08
0, 0, 96, 2.356847339513024e-08
0, 0, 97, 2.429787748781109e-08
0, 0, 98, 2.555358236122629e-08
0, 0, 99, 2.649270847143725e-08
